id,Height,Diameter,LeafArea,FreshWeightShoot,Variety,DryWeightShoot,_original_id
1159,9.2,18.0,695.6,39.1,Satine,2.13,193
1160,9.2,18.0,695.6,39.1,Satine,2.13,193
1161,9.2,18.0,695.6,39.1,Satine,2.13,193
1162,9.2,18.0,695.6,39.1,Satine,2.13,193
1163,9.2,18.0,695.6,39.1,Satine,2.13,193
1164,9.2,18.0,695.6,39.1,Satine,2.13,193
1171,10.6,19.0,770.0,34.0,Satine,1.69,195
1172,10.6,19.0,770.0,34.0,Satine,1.69,195
1173,10.6,19.0,770.0,34.0,Satine,1.69,195
1174,10.6,19.0,770.0,34.0,Satine,1.69,195
1175,10.6,19.0,770.0,34.0,Satine,1.69,195
1176,10.6,19.0,770.0,34.0,Satine,1.69,195
1183,11.9,20.4,1061.8,61.6,Satine,2.8,197
1184,11.9,20.4,1061.8,61.6,Satine,2.8,197
1185,11.9,20.4,1061.8,61.6,Satine,2.8,197
1186,11.9,20.4,1061.8,61.6,Satine,2.8,197
1187,11.9,20.4,1061.8,61.6,Satine,2.8,197
1188,11.9,20.4,1061.8,61.6,Satine,2.8,197
1195,9.5,21.7,986.2,56.0,Satine,2.49,199
1196,9.5,21.7,986.2,56.0,Satine,2.49,199
1197,9.5,21.7,986.2,56.0,Satine,2.49,199
1198,9.5,21.7,986.2,56.0,Satine,2.49,199
1199,9.5,21.7,986.2,56.0,Satine,2.49,199
1200,9.5,21.7,986.2,56.0,Satine,2.49,199
1207,9.4,21.2,999.2,48.8,Satine,2.21,201
1208,9.4,21.2,999.2,48.8,Satine,2.21,201
1209,9.4,21.2,999.2,48.8,Satine,2.21,201
1210,9.4,21.2,999.2,48.8,Satine,2.21,201
1211,9.4,21.2,999.2,48.8,Satine,2.21,201
1212,9.4,21.2,999.2,48.8,Satine,2.21,201
1213,11.0,21.0,1090.2,71.0,Satine,3.69,202
1214,11.0,21.0,1090.2,71.0,Satine,3.69,202
1215,11.0,21.0,1090.2,71.0,Satine,3.69,202
1216,11.0,21.0,1090.2,71.0,Satine,3.69,202
1217,11.0,21.0,1090.2,71.0,Satine,3.69,202
1218,11.0,21.0,1090.2,71.0,Satine,3.69,202
1219,11.0,21.0,1212.5,82.0,Satine,3.7,203
1220,11.0,21.0,1212.5,82.0,Satine,3.7,203
1221,11.0,21.0,1212.5,82.0,Satine,3.7,203
1222,11.0,21.0,1212.5,82.0,Satine,3.7,203
1223,11.0,21.0,1212.5,82.0,Satine,3.7,203
1224,11.0,21.0,1212.5,82.0,Satine,3.7,203
1225,11.0,24.0,2059.2,104.0,Satine,4.75,204
1226,11.0,24.0,2059.2,104.0,Satine,4.75,204
1227,11.0,24.0,2059.2,104.0,Satine,4.75,204
1228,11.0,24.0,2059.2,104.0,Satine,4.75,204
1229,11.0,24.0,2059.2,104.0,Satine,4.75,204
1230,11.0,24.0,2059.2,104.0,Satine,4.75,204
1237,11.0,22.0,1237.5,70.0,Satine,3.51,206
1238,11.0,22.0,1237.5,70.0,Satine,3.51,206
1239,11.0,22.0,1237.5,70.0,Satine,3.51,206
1240,11.0,22.0,1237.5,70.0,Satine,3.51,206
1241,11.0,22.0,1237.5,70.0,Satine,3.51,206
1242,11.0,22.0,1237.5,70.0,Satine,3.51,206
1243,10.0,25.0,1648.3,102.0,Satine,5.21,207
1244,10.0,25.0,1648.3,102.0,Satine,5.21,207
1245,10.0,25.0,1648.3,102.0,Satine,5.21,207
1246,10.0,25.0,1648.3,102.0,Satine,5.21,207
1247,10.0,25.0,1648.3,102.0,Satine,5.21,207
1248,10.0,25.0,1648.3,102.0,Satine,5.21,207
1249,11.0,21.0,1251.4,66.0,Satine,3.91,208
1250,11.0,21.0,1251.4,66.0,Satine,3.91,208
1251,11.0,21.0,1251.4,66.0,Satine,3.91,208
1252,11.0,21.0,1251.4,66.0,Satine,3.91,208
1253,11.0,21.0,1251.4,66.0,Satine,3.91,208
1254,11.0,21.0,1251.4,66.0,Satine,3.91,208
1255,16.5,25.0,1997.9,143.0,Satine,6.44,209
1256,16.5,25.0,1997.9,143.0,Satine,6.44,209
1257,16.5,25.0,1997.9,143.0,Satine,6.44,209
1258,16.5,25.0,1997.9,143.0,Satine,6.44,209
1259,16.5,25.0,1997.9,143.0,Satine,6.44,209
1260,16.5,25.0,1997.9,143.0,Satine,6.44,209
1261,14.0,22.0,1508.7,118.3,Satine,6.0,210
1262,14.0,22.0,1508.7,118.3,Satine,6.0,210
1263,14.0,22.0,1508.7,118.3,Satine,6.0,210
1264,14.0,22.0,1508.7,118.3,Satine,6.0,210
1265,14.0,22.0,1508.7,118.3,Satine,6.0,210
1266,14.0,22.0,1508.7,118.3,Satine,6.0,210
1267,16.0,24.0,1707.4,119.9,Satine,5.41,211
1268,16.0,24.0,1707.4,119.9,Satine,5.41,211
1269,16.0,24.0,1707.4,119.9,Satine,5.41,211
1270,16.0,24.0,1707.4,119.9,Satine,5.41,211
1271,16.0,24.0,1707.4,119.9,Satine,5.41,211
1272,16.0,24.0,1707.4,119.9,Satine,5.41,211
1273,18.3,27.0,1881.5,137.2,Satine,6.71,212
1274,18.3,27.0,1881.5,137.2,Satine,6.71,212
1275,18.3,27.0,1881.5,137.2,Satine,6.71,212
1276,18.3,27.0,1881.5,137.2,Satine,6.71,212
1277,18.3,27.0,1881.5,137.2,Satine,6.71,212
1278,18.3,27.0,1881.5,137.2,Satine,6.71,212
1279,16.5,22.2,1822.9,134.4,Satine,6.16,213
1280,16.5,22.2,1822.9,134.4,Satine,6.16,213
1281,16.5,22.2,1822.9,134.4,Satine,6.16,213
1282,16.5,22.2,1822.9,134.4,Satine,6.16,213
1283,16.5,22.2,1822.9,134.4,Satine,6.16,213
1284,16.5,22.2,1822.9,134.4,Satine,6.16,213
1285,15.0,24.0,1977.0,125.1,Satine,6.0,214
1286,15.0,24.0,1977.0,125.1,Satine,6.0,214
1287,15.0,24.0,1977.0,125.1,Satine,6.0,214
1288,15.0,24.0,1977.0,125.1,Satine,6.0,214
1289,15.0,24.0,1977.0,125.1,Satine,6.0,214
1290,15.0,24.0,1977.0,125.1,Satine,6.0,214
1291,19.0,27.0,3177.1,279.4,Satine,10.93,215
1292,19.0,27.0,3177.1,279.4,Satine,10.93,215
1293,19.0,27.0,3177.1,279.4,Satine,10.93,215
1294,19.0,27.0,3177.1,279.4,Satine,10.93,215
1295,19.0,27.0,3177.1,279.4,Satine,10.93,215
1296,19.0,27.0,3177.1,279.4,Satine,10.93,215
1297,18.0,26.5,2091.8,172.7,Satine,7.9,216
1298,18.0,26.5,2091.8,172.7,Satine,7.9,216
1299,18.0,26.5,2091.8,172.7,Satine,7.9,216
1300,18.0,26.5,2091.8,172.7,Satine,7.9,216
1301,18.0,26.5,2091.8,172.7,Satine,7.9,216
1302,18.0,26.5,2091.8,172.7,Satine,7.9,216
1303,14.0,25.0,1899.6,130.4,Satine,6.6,217
1304,14.0,25.0,1899.6,130.4,Satine,6.6,217
1305,14.0,25.0,1899.6,130.4,Satine,6.6,217
1306,14.0,25.0,1899.6,130.4,Satine,6.6,217
1307,14.0,25.0,1899.6,130.4,Satine,6.6,217
1308,14.0,25.0,1899.6,130.4,Satine,6.6,217
1321,16.0,26.0,2820.6,251.9,Satine,10.97,220
1322,16.0,26.0,2820.6,251.9,Satine,10.97,220
1323,16.0,26.0,2820.6,251.9,Satine,10.97,220
1324,16.0,26.0,2820.6,251.9,Satine,10.97,220
1325,16.0,26.0,2820.6,251.9,Satine,10.97,220
1326,16.0,26.0,2820.6,251.9,Satine,10.97,220
1327,18.0,25.0,2559.6,139.0,Satine,6.98,221
1328,18.0,25.0,2559.6,139.0,Satine,6.98,221
1329,18.0,25.0,2559.6,139.0,Satine,6.98,221
1330,18.0,25.0,2559.6,139.0,Satine,6.98,221
1331,18.0,25.0,2559.6,139.0,Satine,6.98,221
1332,18.0,25.0,2559.6,139.0,Satine,6.98,221
1333,18.0,19.0,1817.7,134.7,Satine,6.28,222
1334,18.0,19.0,1817.7,134.7,Satine,6.28,222
1335,18.0,19.0,1817.7,134.7,Satine,6.28,222
1336,18.0,19.0,1817.7,134.7,Satine,6.28,222
1337,18.0,19.0,1817.7,134.7,Satine,6.28,222
1338,18.0,19.0,1817.7,134.7,Satine,6.28,222
1339,19.5,28.5,2685.1,175.4,Satine,8.41,223
1340,19.5,28.5,2685.1,175.4,Satine,8.41,223
1341,19.5,28.5,2685.1,175.4,Satine,8.41,223
1342,19.5,28.5,2685.1,175.4,Satine,8.41,223
1343,19.5,28.5,2685.1,175.4,Satine,8.41,223
1344,19.5,28.5,2685.1,175.4,Satine,8.41,223
1351,17.5,27.5,2499.0,186.2,Satine,8.34,225
1352,17.5,27.5,2499.0,186.2,Satine,8.34,225
1353,17.5,27.5,2499.0,186.2,Satine,8.34,225
1354,17.5,27.5,2499.0,186.2,Satine,8.34,225
1355,17.5,27.5,2499.0,186.2,Satine,8.34,225
1356,17.5,27.5,2499.0,186.2,Satine,8.34,225
1363,18.0,24.0,2961.9,213.5,Satine,8.77,227
1364,18.0,24.0,2961.9,213.5,Satine,8.77,227
1365,18.0,24.0,2961.9,213.5,Satine,8.77,227
1366,18.0,24.0,2961.9,213.5,Satine,8.77,227
1367,18.0,24.0,2961.9,213.5,Satine,8.77,227
1368,18.0,24.0,2961.9,213.5,Satine,8.77,227
1369,16.0,26.0,1858.3,163.2,Satine,9.17,228
1370,16.0,26.0,1858.3,163.2,Satine,9.17,228
1371,16.0,26.0,1858.3,163.2,Satine,9.17,228
1372,16.0,26.0,1858.3,163.2,Satine,9.17,228
1373,16.0,26.0,1858.3,163.2,Satine,9.17,228
1374,16.0,26.0,1858.3,163.2,Satine,9.17,228
1375,15.0,25.6,2257.1,209.3,Satine,8.19,229
1376,15.0,25.6,2257.1,209.3,Satine,8.19,229
1377,15.0,25.6,2257.1,209.3,Satine,8.19,229
1378,15.0,25.6,2257.1,209.3,Satine,8.19,229
1379,15.0,25.6,2257.1,209.3,Satine,8.19,229
1380,15.0,25.6,2257.1,209.3,Satine,8.19,229
1381,18.0,32.0,3179.4,204.5,Satine,9.2,230
1382,18.0,32.0,3179.4,204.5,Satine,9.2,230
1383,18.0,32.0,3179.4,204.5,Satine,9.2,230
1384,18.0,32.0,3179.4,204.5,Satine,9.2,230
1385,18.0,32.0,3179.4,204.5,Satine,9.2,230
1386,18.0,32.0,3179.4,204.5,Satine,9.2,230
